Gender,Age,Occupation,Purpose_of_Travel,Travel_Frequency,Travel_Class,Flight_Preference,Booking_Mode,Influencing_Factors,Airline_Last_Flown,Price_Sensitivity,Loyalty_Program,Reward_Preference,Schedule_Preference,Inflight_Priority,Purpose_List,business,leisure,family_visit,education,medical,others,indigo,spicejet,vistara,air_india,akasa,airline_count
woman,45-60,government employee,others,7-10 flights,business,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['punctuality'],spicejet;,very sensitive,no,['free seat upgrades'],evening,cabin crew behavior,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,45-60,student,leisure/vacation;family visit;,2-3 flights,economy,no preference,"third party website (e.g makemytrip, goibibo)","['ticket price', 'brand reputation', 'safety rating']",indigo;,very sensitive,no,"['priority check-in/boarding', 'cashback or discount', 'free lounge access']",no preference,"['seat comfort', 'in-flight entertainment', 'amenities(e.g charging ports, eye-mask, blankets)']","['leisure', 'family_visit']",0,1,1,0,0,0,1,0,0,0,0,1
man,60+,others,others,1 flight,economy,direct flight only,travel agent,"['free food', 'punctuality', 'in flight service quality']",indigo;,not sensitive,yes,['free flights'],late night,seat comfort,['others'],0,0,1,0,1,0,1,0,0,0,0,1
woman,35-44,business owner,others,4-6 flights,economy,no preference,"third party website (e.g makemytrip, goibibo)",['in flight service quality'],other;,very sensitive,no,"['priority check-in/boarding', 'cashback or discount']",afternoon,extra baggage facility,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,45-60,government employee,others,1 flight,economy,direct flight only,corporate booking portal,['punctuality'],vistara;,not sensitive,yes,['free lounge access'],evening,cabin crew behavior,['others'],0,1,0,0,0,0,0,0,1,0,0,1
man,25-34,business owner,others,4-6 flights,economy,direct flight only,travel agent,"['free food', 'safety rating']",other;,not sensitive,yes,['free seat upgrades'],evening,seat comfort,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,25-34,working professional,business,7-10 flights,first class,prefer layover for rest/personal reasons,corporate booking portal,"['safety rating', 'ticket price', 'in flight service quality']",other;,not sensitive,no,['cashback or discount'],afternoon,in-flight entertainment,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,business,4-6 flights,business,prefer layover for rest/personal reasons,travel agent,"['in flight service quality', 'free food', 'loyalty programs']",other;,very sensitive,no,['free flights'],early morning,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,business owner,business,4-6 flights,premium economy,no preference,corporate booking portal,"['brand reputation', 'in flight service quality']",indigo;,not sensitive,yes,"['free lounge access', 'free seat upgrades', 'free flights']",late night,cabin crew behavior,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,60+,working professional,others,1 flight,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['safety rating', 'in flight service quality']",vistara;,very sensitive,no,"['free flights', 'free lounge access', 'priority check-in/boarding']",early morning,extra baggage facility,['others'],1,0,0,0,0,0,0,0,1,0,0,1
woman,19-24,student,others,4-6 flights,first class,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['free food', 'punctuality', 'in flight service quality']",other;,very sensitive,no,"['free seat upgrades', 'priority check-in/boarding']",early morning,extra legroom,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,35-44,working professional,others,4-6 flights,first class,prefer layover for rest/personal reasons,other,"['free food', 'brand reputation']",other;,very sensitive,no,"['cashback or discount', 'free flights', 'free lounge access']",evening,seat comfort,['others'],0,1,0,0,0,0,0,0,1,0,0,1
man,25-34,working professional,others,7-10 flights,business,no preference,corporate booking portal,['in flight service quality'],indigo;,not sensitive,yes,['free lounge access'],no preference,seat comfort,['others'],0,0,0,0,0,1,1,0,0,0,0,1
woman,35-44,working professional,others,4-6 flights,economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['safety rating', 'punctuality']",other;,very sensitive,yes,"['free flights', 'cashback or discount', 'free seat upgrades']",evening,seat comfort,['others'],1,0,0,0,0,0,0,0,1,0,0,1
woman,60+,others,others,0 flight,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['brand reputation', 'free food']",air india;,very sensitive,no,"['cashback or discount', 'free lounge access']",no preference,cabin crew behavior,['others'],0,0,0,0,0,1,0,0,0,1,0,1
woman,19-24,student,others,1 flight,premium economy,prefer 1-stop if cheaper,other,"['loyalty programs', 'safety rating']",spicejet;,very sensitive,no,"['free lounge access', 'priority check-in/boarding']",early morning,cabin crew behavior,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,35-44,business owner,business,4-6 flights,business,prefer layover for rest/personal reasons,travel agent,"['safety rating', 'punctuality']",other;,very sensitive,no,"['free seat upgrades', 'free flights']",evening,seat comfort,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,25-34,working professional,others,2-3 flights,economy,no preference,"third party website (e.g makemytrip, goibibo)","['brand reputation', 'ticket price']",other;,very sensitive,no,['priority check-in/boarding'],late night,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,19-24,student,leisure/vacation;business;family visit;education;,2-3 flights,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'punctuality', 'brand reputation']",indigo;,not sensitive,no,"['cashback or discount', 'free seat upgrades', 'free lounge access']",early morning,"['extra legroom', 'extra baggage facility', 'seat comfort']","['leisure', 'business', 'family_visit', 'education']",1,1,1,1,0,0,1,0,0,0,0,1
man,25-34,working professional,family visit,4-6 flights,first class,no preference,corporate booking portal,"['in flight service quality', 'loyalty programs']",indigo;,very sensitive,no,['free seat upgrades'],evening,cabin crew behavior,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
man,45-60,working professional,others,0 flight,premium economy,prefer layover for rest/personal reasons,corporate booking portal,['safety rating'],spicejet;,not sensitive,yes,['free flights'],afternoon,extra legroom,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,60+,working professional,others,0 flight,premium economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['ticket price'],indigo;,very sensitive,no,"['free seat upgrades', 'cashback or discount']",afternoon,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,35-44,government employee,others,4-6 flights,premium economy,no preference,airline website/app,"['in flight service quality', 'free food']",spicejet;,very sensitive,no,"['free seat upgrades', 'free lounge access']",afternoon,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,35-44,business owner,others,4-6 flights,economy,direct flight only,"third party website (e.g makemytrip, goibibo)",['safety rating'],indigo;,not sensitive,yes,"['free flights', 'priority check-in/boarding', 'cashback or discount']",early morning,extra baggage facility,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,35-44,working professional,others,2-3 flights,economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)",['loyalty programs'],other;,very sensitive,no,"['cashback or discount', 'free seat upgrades']",late night,extra legroom,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,60+,working professional,others,7-10 flights,business,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['punctuality', 'brand reputation']",other;,very sensitive,no,"['priority check-in/boarding', 'cashback or discount', 'free lounge access']",no preference,"amenities(e.g charging ports, eye-mask, blankets)",['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,35-44,student,others,7-10 flights,first class,direct flight only,other,"['punctuality', 'brand reputation']",spicejet;,very sensitive,no,"['free flights', 'free seat upgrades']",early morning,extra baggage facility,['others'],0,0,0,1,0,0,0,1,0,0,0,1
man,45-60,student,others,more than 10 flight,economy,no preference,"third party website (e.g makemytrip, goibibo)",['loyalty programs'],indigo;,somewhat sensitive,yes,"['priority check-in/boarding', 'free flights', 'free lounge access']",evening,seat comfort,['others'],0,0,0,1,0,0,1,0,0,0,0,1
man,19-24,student,others,4-6 flights,business,prefer layover for rest/personal reasons,travel agent,['ticket price'],vistara;,somewhat sensitive,yes,['free lounge access'],late night,extra baggage facility,['others'],0,0,0,1,0,0,0,0,1,0,0,1
man,25-34,working professional,others,4-6 flights,economy,direct flight only,corporate booking portal,['loyalty programs'],indigo;,not sensitive,yes,"['free lounge access', 'free seat upgrades']",early morning,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,35-44,business owner,others,2-3 flights,premium economy,direct flight only,other,['safety rating'],spicejet;,very sensitive,no,"['free flights', 'free seat upgrades', 'cashback or discount']",early morning,extra baggage facility,['others'],0,0,0,0,0,1,0,1,0,0,0,1
man,25-34,working professional,business,4-6 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,"['ticket price', 'free food', 'loyalty programs']",other;,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'free lounge access']",no preference,in-flight entertainment,['business'],1,0,0,0,0,0,0,0,0,1,0,1
man,45-60,working professional,others,4-6 flights,business,prefer layover for rest/personal reasons,airline website/app,"['safety rating', 'ticket price', 'loyalty programs']",other;,very sensitive,no,['cashback or discount'],no preference,cabin crew behavior,['others'],0,1,0,0,0,0,0,0,1,0,0,1
man,25-34,business owner,others,2-3 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,"['safety rating', 'loyalty programs', 'brand reputation']",air india;,very sensitive,no,"['priority check-in/boarding', 'free flights']",late night,cabin crew behavior,['others'],1,0,0,0,0,0,0,0,0,1,0,1
man,35-44,business owner,business,4-6 flights,economy,direct flight only,other,['safety rating'],other;,very sensitive,no,"['free flights', 'cashback or discount', 'free seat upgrades']",no preference,"amenities(e.g charging ports, eye-mask, blankets)",['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,35-44,business owner,family visit,1 flight,premium economy,prefer layover for rest/personal reasons,corporate booking portal,['free food'],other;,very sensitive,no,"['priority check-in/boarding', 'free flights']",afternoon,extra legroom,['family_visit'],0,0,1,0,0,0,0,0,1,0,0,1
woman,19-24,student,others,1 flight,premium economy,direct flight only,other,"['safety rating', 'free food', 'ticket price']",spicejet;,very sensitive,no,"['free lounge access', 'free seat upgrades', 'free flights']",evening,extra baggage facility,['others'],0,0,0,1,0,0,0,1,0,0,0,1
man,45-60,working professional,others,4-6 flights,premium economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['in flight service quality', 'punctuality', 'brand reputation']",other;,very sensitive,no,['priority check-in/boarding'],late night,seat comfort,['others'],0,0,0,0,0,1,0,0,0,1,0,1
man,60+,student,others,7-10 flights,first class,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['safety rating', 'in flight service quality']",air india;,very sensitive,no,"['free seat upgrades', 'free lounge access', 'free flights']",late night,seat comfort,['others'],0,0,0,1,0,0,0,0,0,1,0,1
woman,25-34,business owner,others,2-3 flights,premium economy,no preference,"third party website (e.g makemytrip, goibibo)","['brand reputation', 'safety rating', 'in flight service quality']",other;,not sensitive,yes,['priority check-in/boarding'],evening,extra legroom,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,19-24,student,family visit;,0 flight,economy,no preference,other,"['ticket price', 'punctuality', 'seat comfort']",other;,very sensitive,no,"['extra baggage', 'free seat upgrades', 'free flights']",evening,"['extra legroom', 'cabin crew behavior']",['family_visit'],0,0,1,0,0,0,0,1,0,0,0,1
man,25-34,business owner,others,more than 10 flight,premium economy,direct flight only,"third party website (e.g makemytrip, goibibo)",['ticket price'],air india;,very sensitive,no,"['priority check-in/boarding', 'free flights']",afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,0,0,0,1,0,1
woman,35-44,business owner,business,4-6 flights,business,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)",['safety rating'],other;,not sensitive,yes,"['priority check-in/boarding', 'cashback or discount', 'free flights']",late night,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,working professional,others,4-6 flights,economy,prefer 1-stop if cheaper,corporate booking portal,"['ticket price', 'free food', 'in flight service quality']",indigo;,very sensitive,no,['free flights'],no preference,seat comfort,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,45-60,student,others,7-10 flights,first class,prefer 1-stop if cheaper,corporate booking portal,"['in flight service quality', 'safety rating', 'punctuality']",indigo;,very sensitive,no,['priority check-in/boarding'],evening,extra legroom,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,family visit;education;,4-6 flights,economy,prefer 1-stop if cheaper,airline website/app,"['ticket price', 'in flight service quality', 'brand reputation']",indigo;,very sensitive,no,"['cashback or discount', 'extra baggage', 'free flights']",evening,"['in-flight entertainment', 'amenities(e.g charging ports, eye-mask, blankets)', 'seat comfort']","['family_visit', 'education']",0,0,1,1,0,0,1,0,0,0,0,1
man,60+,others,others,0 flight,premium economy,prefer 1-stop if cheaper,travel agent,"['punctuality', 'free food']",air india;,very sensitive,no,"['free flights', 'priority check-in/boarding', 'free seat upgrades']",afternoon,extra baggage facility,['others'],0,1,0,0,0,0,0,0,0,1,0,1
man,35-44,business owner,business,4-6 flights,economy,prefer layover for rest/personal reasons,airline website/app,"['punctuality', 'loyalty programs', 'brand reputation']",vistara;,very sensitive,no,['free flights'],evening,cabin crew behavior,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,25-34,business owner,others,1 flight,premium economy,direct flight only,airline website/app,"['ticket price', 'free food', 'punctuality']",spicejet;,not sensitive,yes,"['free lounge access', 'free seat upgrades', 'priority check-in/boarding']",late night,cabin crew behavior,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,60+,others,others,4-6 flights,business,no preference,airline website/app,['ticket price'],spicejet;,very sensitive,no,"['free seat upgrades', 'free lounge access']",no preference,cabin crew behavior,['others'],0,0,1,0,0,0,0,1,0,0,0,1
woman,35-44,business owner,business,4-6 flights,premium economy,no preference,airline website/app,"['in flight service quality', 'punctuality', 'free food']",indigo;,very sensitive,no,['priority check-in/boarding'],afternoon,"amenities(e.g charging ports, eye-mask, blankets)",['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,60+,others,family visit,7-10 flights,first class,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['brand reputation', 'free food', 'safety rating']",vistara;,not sensitive,yes,['cashback or discount'],afternoon,extra baggage facility,['family_visit'],0,0,1,0,0,0,0,0,1,0,0,1
woman,25-34,working professional,family visit,7-10 flights,first class,no preference,airline website/app,"['free food', 'punctuality', 'ticket price']",other;,very sensitive,no,['free seat upgrades'],evening,"amenities(e.g charging ports, eye-mask, blankets)",['family_visit'],0,0,1,0,0,0,0,0,0,1,0,1
man,25-34,working professional,business,4-6 flights,premium economy,prefer layover for rest/personal reasons,other,"['ticket price', 'free food', 'safety rating']",indigo;,not sensitive,yes,"['free lounge access', 'cashback or discount']",early morning,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,25-34,business owner,others,4-6 flights,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['in flight service quality', 'punctuality']",spicejet;,not sensitive,yes,['free lounge access'],evening,cabin crew behavior,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,19-24,student,others,4-6 flights,first class,no preference,travel agent,"['loyalty programs', 'safety rating', 'punctuality']",spicejet;,somewhat sensitive,yes,"['free flights', 'priority check-in/boarding']",early morning,cabin crew behavior,['others'],0,0,1,0,0,0,0,1,0,0,0,1
woman,60+,others,family visit,0 flight,premium economy,prefer 1-stop if cheaper,airline website/app,"['ticket price', 'punctuality', 'safety rating']",other;,very sensitive,no,"['free seat upgrades', 'free flights']",evening,seat comfort,['family_visit'],0,0,1,0,1,0,1,0,0,0,0,1
man,25-34,student,others,4-6 flights,first class,prefer layover for rest/personal reasons,other,"['ticket price', 'safety rating']",spicejet;,very sensitive,no,['free lounge access'],afternoon,extra legroom,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,25-34,business owner,others,7-10 flights,business,no preference,other,['safety rating'],spicejet;,very sensitive,no,"['free seat upgrades', 'free lounge access', 'priority check-in/boarding']",afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,others,others,1 flight,premium economy,prefer layover for rest/personal reasons,other,"['ticket price', 'punctuality']",indigo;,not sensitive,yes,['free seat upgrades'],no preference,extra baggage facility,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,19-24,student,others,4-6 flights,business,prefer layover for rest/personal reasons,travel agent,"['ticket price', 'in flight service quality', 'loyalty programs']",indigo;,not sensitive,yes,"['cashback or discount', 'free seat upgrades', 'priority check-in/boarding']",afternoon,extra legroom,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,2-3 flights,first class,no preference,"third party website (e.g makemytrip, goibibo)","['brand reputation', 'in flight service quality']",other;,somewhat sensitive,yes,['cashback or discount'],early morning,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,others,0 flight,economy,no preference,airline website/app,"['ticket price', 'seat comfort', 'safety rating']",other,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'extra baggage']",late night,"['extra legroom', 'extra baggage facility', 'amenities(e.g charging ports, eye-mask, blankets)']",['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,45-60,student,others,1 flight,business,direct flight only,airline website/app,"['loyalty programs', 'in flight service quality', 'punctuality']",vistara;,not sensitive,yes,"['free flights', 'free seat upgrades', 'priority check-in/boarding']",evening,cabin crew behavior,['others'],0,0,0,1,0,0,0,0,1,0,0,1
woman,60+,others,others,0 flight,economy,prefer layover for rest/personal reasons,other,"['free food', 'punctuality']",indigo;,not sensitive,yes,['priority check-in/boarding'],afternoon,seat comfort,['others'],0,0,0,0,1,1,1,0,0,0,0,1
man,25-34,business owner,others,4-6 flights,business,direct flight only,corporate booking portal,['in flight service quality'],other;,somewhat sensitive,no,"['free flights', 'cashback or discount', 'priority check-in/boarding']",late night,cabin crew behavior,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,45-60,government employee,others,7-10 flights,first class,prefer layover for rest/personal reasons,other,['free food'],indigo;,very sensitive,no,"['priority check-in/boarding', 'free lounge access', 'free flights']",late night,seat comfort,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,35-44,business owner,business,4-6 flights,business,prefer layover for rest/personal reasons,other,"['ticket price', 'punctuality', 'safety rating']",other;,very sensitive,no,"['free lounge access', 'free flights', 'cashback or discount']",evening,seat comfort,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,25-34,working professional,others,4-6 flights,business,direct flight only,other,"['free food', 'in flight service quality', 'brand reputation']",indigo;,not sensitive,yes,"['free seat upgrades', 'free lounge access']",late night,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,working professional,others,1 flight,first class,prefer 1-stop if cheaper,other,"['free food', 'ticket price']",other;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding']",afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,0,0,0,1,0,1
man,60+,others,others,7-10 flights,business,no preference,corporate booking portal,"['punctuality', 'ticket price']",other;,very sensitive,no,"['cashback or discount', 'free lounge access', 'free flights']",afternoon,seat comfort,['others'],0,0,1,0,1,0,1,0,0,0,0,1
woman,35-44,business owner,business,2-3 flights,economy,prefer layover for rest/personal reasons,other,"['punctuality', 'loyalty programs', 'ticket price']",vistara;,not sensitive,yes,"['cashback or discount', 'free flights']",afternoon,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,60+,others,others,4-6 flights,business,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['free food'],indigo;,somewhat sensitive,yes,"['cashback or discount', 'free seat upgrades']",afternoon,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,25-34,business owner,family visit,1 flight,economy,direct flight only,airline website/app,['ticket price'],vistara;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding', 'free seat upgrades']",afternoon,extra legroom,['family_visit'],0,0,1,0,0,0,0,0,1,0,0,1
man,35-44,student,others,1 flight,premium economy,prefer layover for rest/personal reasons,travel agent,"['in flight service quality', 'safety rating', 'punctuality']",indigo;,somewhat sensitive,no,['free seat upgrades'],no preference,extra legroom,['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,35-44,student,others,7-10 flights,business,direct flight only,other,"['free food', 'brand reputation']",spicejet;,very sensitive,no,"['cashback or discount', 'free flights']",evening,extra legroom,['others'],0,0,0,1,0,0,0,1,0,0,0,1
man,19-24,student,family visit,0 flight,premium economy,prefer layover for rest/personal reasons,corporate booking portal,"['free food', 'in flight service quality']",indigo;,not sensitive,yes,"['free lounge access', 'priority check-in/boarding', 'free seat upgrades']",no preference,extra baggage facility,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
man,45-60,working professional,others,1 flight,business,no preference,other,['in flight service quality'],spicejet;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades', 'free lounge access']",afternoon,seat comfort,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,60+,student,others,7-10 flights,business,no preference,airline website/app,"['free food', 'in flight service quality', 'ticket price']",indigo;,very sensitive,no,"['free flights', 'free seat upgrades', 'priority check-in/boarding']",afternoon,cabin crew behavior,['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,35-44,business owner,others,7-10 flights,premium economy,prefer layover for rest/personal reasons,travel agent,"['brand reputation', 'in flight service quality']",vistara;,very sensitive,no,"['free flights', 'cashback or discount']",no preference,extra legroom,['others'],0,0,0,0,0,1,0,0,1,0,0,1
woman,60+,others,others,0 flight,economy,prefer 1-stop if cheaper,airline website/app,"['ticket price', 'loyalty programs', 'free food']",other;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades']",evening,cabin crew behavior,['others'],0,0,0,0,0,1,0,0,0,1,0,1
woman,19-24,student,others,1 flight,economy,prefer layover for rest/personal reasons,airline website/app,['in flight service quality'],spicejet;,very sensitive,no,['priority check-in/boarding'],late night,extra baggage facility,['others'],0,0,0,1,0,0,0,1,0,0,0,1
woman,35-44,business owner,business,7-10 flights,business,prefer layover for rest/personal reasons,airline website/app,"['ticket price', 'punctuality']",vistara;,not sensitive,yes,"['free lounge access', 'free flights', 'priority check-in/boarding']",late night,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
woman,60+,others,others,4-6 flights,first class,prefer 1-stop if cheaper,travel agent,"['ticket price', 'in flight service quality']",other;,very sensitive,no,['cashback or discount'],evening,extra baggage facility,['others'],0,0,0,0,0,1,0,1,0,0,0,1
man,25-34,working professional,leisure/vacation,1 flight,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'punctuality', 'free food']",indigo,very sensitive,yes,"['cashback or discount', 'free seat upgrades', 'free lounge access']",early morning,"['extra baggage facility', 'extra legroom', 'seat comfort']",['leisure'],0,1,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,1 flight,economy,direct flight only,airline website/app,"['free food', 'brand reputation', 'in flight service quality']",spicejet;,very sensitive,no,['cashback or discount'],early morning,extra legroom,['others'],0,0,1,0,0,0,0,1,0,0,0,1
woman,35-44,working professional,others,4-6 flights,premium economy,no preference,"third party website (e.g makemytrip, goibibo)",['punctuality'],indigo;,not sensitive,yes,"['priority check-in/boarding', 'free lounge access', 'cashback or discount']",no preference,extra legroom,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,1 flight,economy,prefer layover for rest/personal reasons,travel agent,"['punctuality', 'safety rating']",other;,very sensitive,no,"['free seat upgrades', 'cashback or discount']",late night,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,1,0,0,0,0,0,0,1,0,0,1
woman,35-44,student,others,0 flight,premium economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'in flight service quality', 'free food']",other,very sensitive,no,"['cashback or discount', 'free flights', 'free seat upgrades']",evening,['extra baggage facility'],['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,60+,student,others,7-10 flights,first class,prefer layover for rest/personal reasons,airline website/app,"['loyalty programs', 'free food', 'safety rating']",other;,very sensitive,no,"['free seat upgrades', 'priority check-in/boarding', 'free flights']",no preference,cabin crew behavior,['others'],0,1,0,0,0,0,0,0,0,1,0,1
woman,25-34,business owner,business,4-6 flights,business,direct flight only,airline website/app,"['free food', 'brand reputation']",other;,not sensitive,yes,"['free lounge access', 'free seat upgrades']",late night,seat comfort,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,45-60,working professional,others,7-10 flights,premium economy,prefer layover for rest/personal reasons,airline website/app,"['loyalty programs', 'in flight service quality', 'punctuality']",indigo;,very sensitive,no,"['free seat upgrades', 'free flights']",early morning,extra baggage facility,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,19-24,student,others,1 flight,economy,direct flight only,airline website/app,"['ticket price', 'punctuality', 'safety rating']",indigo,somewhat sensitive,no,"['cashback or discount', 'free lounge access', 'extra baggage']",evening,"['extra baggage facility', 'seat comfort', 'in-flight entertainment']",['others'],0,0,0,1,0,0,1,0,0,0,0,1
man,45-60,working professional,business,7-10 flights,first class,direct flight only,corporate booking portal,"['in flight service quality', 'safety rating', 'seat comfort']",air india;other,very sensitive,no,"['free flights', 'extra baggage', 'cashback or discount']",no preference,"['extra legroom', 'seat comfort', 'cabin crew behavior']",['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,19-24,student,leisure/vacation,0 flight,premium economy,prefer 1-stop if cheaper,travel agent,['in flight service quality'],other;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding', 'free lounge access']",afternoon,seat comfort,['leisure'],0,1,0,0,0,0,1,0,0,0,0,1
man,25-34,business owner,others,4-6 flights,first class,no preference,"third party website (e.g makemytrip, goibibo)","['safety rating', 'free food']",other;,very sensitive,no,['free lounge access'],no preference,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,35-44,business owner,business,4-6 flights,economy,direct flight only,airline website/app,"['free food', 'loyalty programs', 'in flight service quality']",other;,not sensitive,yes,"['free flights', 'free seat upgrades']",late night,cabin crew behavior,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,business,7-10 flights,business,prefer layover for rest/personal reasons,corporate booking portal,"['safety rating', 'brand reputation']",spicejet;,very sensitive,no,['cashback or discount'],late night,in-flight entertainment,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,25-34,business owner,others,7-10 flights,business,no preference,travel agent,"['punctuality', 'free food', 'loyalty programs']",spicejet;,not sensitive,yes,"['cashback or discount', 'free lounge access', 'priority check-in/boarding']",evening,cabin crew behavior,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,others,others,1 flight,premium economy,prefer 1-stop if cheaper,airline website/app,"['loyalty programs', 'free food']",other;,very sensitive,no,"['free flights', 'free seat upgrades', 'priority check-in/boarding']",late night,extra legroom,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,19-24,student,others,1 flight,first class,prefer 1-stop if cheaper,airline website/app,"['punctuality', 'safety rating']",spicejet;,very sensitive,no,['free seat upgrades'],early morning,seat comfort,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,25-34,working professional,business,2-3 flights,economy,prefer layover for rest/personal reasons,travel agent,"['punctuality', 'free food', 'loyalty programs']",indigo;,very sensitive,no,['priority check-in/boarding'],afternoon,extra baggage facility,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,35-44,business owner,others,4-6 flights,premium economy,no preference,"third party website (e.g makemytrip, goibibo)","['brand reputation', 'in flight service quality', 'loyalty programs']",air india;,not sensitive,yes,"['free flights', 'free seat upgrades']",early morning,extra legroom,['others'],0,1,0,0,0,0,0,0,0,1,0,1
